89.0625, 26.899739575386047, 0
88.9125, 25.949739575386047, 0
88.9125, 25.149739575386047, 0
89.1625, 23.949739575386047, 0
89.0125, 23.099739575386046, 0
89.1125, 21.949739575386047, 0
89.0125, 20.999739575386048, 0
90.0625, 21.04973957538605, 0
90.0125, 21.999739575386048, 0
89.8625, 23.149739575386047, 0
90.1125, 24.04973957538605, 0
90.0625, 24.899739575386047, 0
90.1625, 26.099739575386046, 0
90.1125, 26.849739575386046, 0
91.0625, 26.899739575386047, 0
91.0625, 26.149739575386047, 0
90.9125, 24.699739575386047, 0
91.1625, 23.599739575386046, 0
91.1625, 24.149739575386047, 0
90.9625, 22.79973957538605, 0
91.0125, 22.149739575386047, 0
91.0625, 21.449739575386047, 0
92.1125, 26.899739575386047, 0
91.8125, 25.849739575386046, 0
92.3125, 24.749739575386048, 0
92.3125, 23.699739575386047, 0
92.0625, 23.149739575386047, 0
92.0625, 22.399739575386047, 0
92.3625, 21.79973957538605, 0
92.1625, 21.099739575386046, 0
93.2125, 27.099739575386046, 0
93.8625, 27.999739575386048, 0
94.7625, 28.249739575386048, 0
96.1125, 28.499739575386048, 0
96.7625, 29.249739575386048, 0
98.4625, 30.04973957538605, 0
97.5625, 30.29973957538605, 0
98.8125, 31.54973957538605, 0
100.2625, 32.849739575386046, 0
99.5125, 31.949739575386047, 0
99.1625, 30.79973957538605, 0
98.5625, 29.399739575386047, 0
98.0625, 28.749739575386048, 0
97.3125, 28.449739575386047, 0
95.7125, 27.649739575386047, 0
94.8125, 26.449739575386047, 0
94.0625, 25.949739575386047, 0
94.4125, 27.249739575386048, 0
93.4125, 26.04973957538605, 0
93.3625, 24.599739575386046, 0
94.0625, 23.149739575386047, 0
93.4625, 21.949739575386047, 0
93.6625, 23.099739575386046, 0
93.1125, 23.399739575386047, 0
95.8125, 24.899739575386047, 0
94.5125, 24.54973957538605, 0
95.3125, 25.249739575386048, 0
96.7125, 25.649739575386047, 0
95.9125, 26.399739575386047, 0
97.6625, 27.149739575386047, 0
96.9125, 26.649739575386047, 0
95.0625, 22.899739575386047, 0
96.0125, 23.999739575386048, 0
95.0125, 21.899739575386047, 0
93.5625, 21.29973957538605, 0
95.8625, 21.899739575386047, 0
97.0625, 22.899739575386047, 0
98.3625, 23.899739575386047, 0
97.3625, 23.79973957538605, 0
97.1625, 24.599739575386046, 0
95.8625, 23.249739575386048, 0
98.1625, 25.149739575386047, 0
99.2125, 25.899739575386047, 0
97.9125, 26.149739575386047, 0
98.7125, 26.949739575386047, 0
99.3125, 28.149739575386047, 0
